189811, [0.54995959 0.52302632 0.49961286], 1.6431731442607934e-25 g/cm**3
240931, [0.5496288  0.52276892 0.50142595], 2.786738163117972e-26 g/cm**3
382019, [0.54935064 0.52186553 0.49988688], 3.369079000365716e-25 g/cm**3
167289, [0.55062498 0.52137735 0.5011592 ], 3.266725389289101e-26 g/cm**3
317145, [0.55017861 0.52242228 0.50166444], 1.9416625673175733e-26 g/cm**3
150616, [0.54914663 0.52112971 0.49895772], 7.055404134498084e-25 g/cm**3
479116, [0.54893926 0.52280812 0.50055823], 5.887831605019638e-25 g/cm**3
72188, [0.54971903 0.52094897 0.49969785], 8.5682228549716e-26 g/cm**3
71818, [0.54982654 0.52114873 0.49918865], 6.166393335114092e-25 g/cm**3
501336, [0.55034161 0.52176866 0.50111965], 2.4029268690404946e-26 g/cm**3
412346, [0.54774041 0.52120592 0.50033586], 6.785833073739699e-26 g/cm**3
429897, [0.54953127 0.52159896 0.50115961], 2.712235567196316e-26 g/cm**3
96722, [0.55041659 0.522912   0.50110841], 9.810039263721395e-26 g/cm**3
278424, [0.54801614 0.52147122 0.5004893 ], 6.775078089961774e-26 g/cm**3
505719, [0.548697   0.52212474 0.50117544], 9.080819796431522e-26 g/cm**3
240804, [0.54945387 0.52233955 0.50167315], 2.706877380982921e-26 g/cm**3
116258, [0.54867071 0.52238146 0.49945245], 1.613175628886817e-24 g/cm**3
311105, [0.55086562 0.52268029 0.50117279], 1.106592402061572e-25 g/cm**3
147923, [0.54858851 0.5211324  0.49946369], 3.437880279344968e-25 g/cm**3
376924, [0.5493052  0.52161698 0.49986028], 1.1058531088787042e-25 g/cm**3
98722, [0.55022728 0.52269694 0.50015843], 2.0025821741191328e-25 g/cm**3
145367, [0.54926664 0.52149647 0.49999939], 1.3708268528969368e-25 g/cm**3
59463, [0.5494961  0.52051831 0.49951045], 9.587749113968081e-26 g/cm**3
143454, [0.54877448 0.52143996 0.49890829], 4.617401224298952e-25 g/cm**3
208145, [0.54918193 0.52035127 0.49961996], 5.45018842555737e-26 g/cm**3
7397, [0.54939157 0.52235041 0.50097758], 1.1525887704819763e-25 g/cm**3
34669, [0.54898788 0.52122154 0.50085408], 5.831755537110493e-26 g/cm**3
423995, [0.54899551 0.52190673 0.5006925 ], 7.176384926381442e-26 g/cm**3
514164, [0.54856234 0.52180889 0.50063836], 3.273751639240297e-26 g/cm**3
112244, [0.54906315 0.52317427 0.4998364 ], 2.703557276742964e-25 g/cm**3
495936, [0.55073909 0.52179765 0.50101413], 2.99068088957787e-26 g/cm**3
364150, [0.54937348 0.52362506 0.50004796], 7.034258293123414e-26 g/cm**3
359709, [0.54833421 0.52321108 0.50025932], 9.318712272924117e-25 g/cm**3
102270, [0.55006661 0.5229967  0.50060505], 4.229451694922783e-25 g/cm**3
5394, [0.54923413 0.52250519 0.50075178], 1.653683685901785e-25 g/cm**3
253429, [0.54955336 0.52225564 0.49965861], 1.9365586377893768e-25 g/cm**3
237660, [0.54900272 0.52346449 0.50130487], 1.0445747649524041e-25 g/cm**3
521919, [0.54858836 0.52195523 0.50078576], 6.107273403719363e-26 g/cm**3
326626, [0.5496469  0.5220861  0.50184063], 2.2471005070399215e-26 g/cm**3
287788, [0.54875188 0.52075276 0.50041873], 6.425440614334982e-26 g/cm**3
235527, [0.54958124 0.52236812 0.5014204 ], 2.75377416608769e-26 g/cm**3
9407, [0.54937593 0.52246045 0.50077818], 1.4886174696172116e-25 g/cm**3
519706, [0.54878067 0.52186311 0.50038116], 5.4371024804593e-26 g/cm**3
372103, [0.5476884 0.5220882 0.5000223], 8.48136020256886e-25 g/cm**3
533702, [0.54875453 0.52168619 0.50017348], 1.182442856497235e-25 g/cm**3
357429, [0.54849909 0.52296358 0.50097146], 1.5170224726267689e-25 g/cm**3
96118, [0.55004635 0.52272936 0.50062449], 2.174075247672459e-25 g/cm**3
81266, [0.55051554 0.52085235 0.50114302], 3.494769115800423e-26 g/cm**3
319569, [0.55028361 0.52244646 0.50128165], 6.658622615183875e-26 g/cm**3
442806, [0.54971531 0.52183347 0.50074615], 9.81796082552437e-26 g/cm**3
237247, [0.54906176 0.52292689 0.50142185], 6.437855286869088e-26 g/cm**3
385350, [0.54822507 0.52192779 0.49956383], 4.803784968027384e-25 g/cm**3
399677, [0.54884263 0.52071523 0.49987092], 7.27272282249877e-26 g/cm**3
152543, [0.54858775 0.52143427 0.49969972], 3.4796164624261484e-25 g/cm**3
242880, [0.54904571 0.52038195 0.49962903], 5.14467342100567e-26 g/cm**3
301887, [0.54879782 0.52144446 0.50001469], 2.5252511373741265e-25 g/cm**3
208993, [0.54909607 0.52135072 0.49997466], 8.108745186824243e-26 g/cm**3
504490, [0.55036409 0.52213146 0.50111384], 2.5778030721412514e-26 g/cm**3
376614, [0.5485677  0.52194804 0.49993521], 8.306795174916406e-25 g/cm**3
296640, [0.54840344 0.52128061 0.50096151], 6.850147155669119e-26 g/cm**3
403009, [0.55019986 0.52192365 0.50215867], 2.2771431916128483e-26 g/cm**3
135653, [0.54820572 0.52106529 0.49973487], 1.7538714318468423e-25 g/cm**3
125262, [0.54946828 0.52025619 0.49992426], 3.0462399332123004e-26 g/cm**3
420680, [0.54985421 0.52199235 0.5005658 ], 1.0742434396836488e-25 g/cm**3
372306, [0.54782859 0.52210716 0.50008877], 3.2537235933587423e-25 g/cm**3
524553, [0.54850922 0.52177498 0.50147935], 6.572442782470074e-26 g/cm**3
493846, [0.55103259 0.52218003 0.50102054], 1.0435277241577122e-25 g/cm**3
239754, [0.54902274 0.52303215 0.50171605], 6.80136771457826e-26 g/cm**3
392102, [0.5489256  0.52187179 0.49965038], 4.73360523194295e-25 g/cm**3
376177, [0.54926768 0.52165254 0.49978521], 1.229963118859475e-25 g/cm**3
452903, [0.54893564 0.52159307 0.50040143], 7.251624561345996e-26 g/cm**3
290887, [0.54858615 0.52080165 0.5011026 ], 4.416112389447833e-26 g/cm**3
376663, [0.54934842 0.52209207 0.49905599], 2.147538621137301e-25 g/cm**3
420351, [0.54968684 0.52151426 0.50132238], 2.344124642238023e-26 g/cm**3
296857, [0.54826902 0.52092795 0.50099206], 5.967908249685803e-26 g/cm**3
110403, [0.54877362 0.52272852 0.49929238], 4.808835851895953e-25 g/cm**3
503030, [0.55041776 0.52157854 0.50089197], 2.9408465476805785e-26 g/cm**3
305512, [0.54869956 0.52075671 0.50024011], 8.033241435687107e-26 g/cm**3
126487, [0.54834196 0.52154654 0.499572  ], 3.47465766426458e-25 g/cm**3
467651, [0.54902037 0.52347659 0.50083565], 5.793623529293524e-25 g/cm**3
161759, [0.54917343 0.52085214 0.49994689], 8.84690715384883e-26 g/cm**3
360726, [0.54833016 0.52237985 0.50082811], 1.8435304546439482e-25 g/cm**3
255361, [0.54980716 0.5208157  0.49959214], 1.1952284717052471e-25 g/cm**3
196021, [0.55008795 0.52111465 0.50032947], 6.173012062790202e-26 g/cm**3
354518, [0.54838842 0.52258043 0.50032958], 9.807454151051671e-26 g/cm**3
523559, [0.5485137  0.52166434 0.50035951], 5.183219217939242e-26 g/cm**3
239806, [0.54943666 0.52350109 0.50134143], 1.5852728551911388e-25 g/cm**3
115317, [0.54940066 0.52257999 0.49976643], 7.0601382749677355e-25 g/cm**3
402555, [0.54874275 0.52088673 0.49985638], 1.409715543890638e-25 g/cm**3
407599, [0.5497079  0.52190122 0.50204373], 2.3333534600287182e-26 g/cm**3
487397, [0.54950073 0.52279409 0.50212384], 2.5683751588006835e-26 g/cm**3
538479, [0.55048767 0.52190983 0.50097491], 2.5142346911894532e-26 g/cm**3
484206, [0.54963825 0.52237646 0.50203587], 2.349982118243041e-26 g/cm**3
231373, [0.5489836  0.52307981 0.5016066 ], 8.305871804766949e-26 g/cm**3
418684, [0.54958804 0.52151712 0.50057578], 1.47206775757063e-25 g/cm**3
526618, [0.5487369  0.52196249 0.50111525], 6.794733164436895e-26 g/cm**3
326322, [0.54928361 0.52192648 0.50173617], 2.6536166486119076e-26 g/cm**3
510318, [0.54841812 0.52179753 0.50092396], 7.844322474250236e-26 g/cm**3
243957, [0.54895606 0.52105915 0.50006859], 1.1942104946543197e-25 g/cm**3
329802, [0.5494052  0.52119484 0.50007857], 1.1416276656918246e-25 g/cm**3
543076, [0.54949581 0.52147378 0.50140942], 2.447495787383439e-26 g/cm**3
1720, [0.54979591 0.52311892 0.50099949], 3.032290910722524e-25 g/cm**3
96359, [0.55006572 0.52255628 0.50074137], 2.127356773265821e-25 g/cm**3
494682, [0.55088736 0.52177075 0.50126601], 2.9144126820430904e-26 g/cm**3
332550, [0.54904744 0.52063784 0.49930216], 1.2192168122758925e-24 g/cm**3
413420, [0.54894426 0.52189064 0.50006177], 5.27455505158315e-25 g/cm**3
238423, [0.54935974 0.52276906 0.50134476], 3.2035524458815744e-26 g/cm**3
452304, [0.54907181 0.52153486 0.50039098], 8.627685131656945e-26 g/cm**3
50991, [0.54919992 0.52082947 0.50013812], 8.14816072540099e-26 g/cm**3
42400, [0.54897997 0.5210663  0.50073498], 6.0960302494449e-26 g/cm**3
